SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
CCCCCCCCCCCCN1C(=O)C(C#N)=C(C)/C(=C/c2c[nH]c3ccccc23)C1=O,C(Cl)(Cl)Cl,468,,,,,,https://doi.org/10.1016/S0143-7208(01)00036-5
CCCCCCN1/C(=C/C=C/c2sc3ccccc3[n+]2CCCCCC)Sc2ccccc21,O,553,,,,,,https://doi.org/10.1016/j.saa.2024.124611
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CO,781,,,,240000,5.380211242,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,C(Cl)Cl,790,,,,347000,5.540329475,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CC1=CC=CC=C1,783,,,,89800,4.953276337,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CC(=O)C,784,,,,169000,5.227886705,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2cc(OC)c(OC)c(OC)c2)C(C)(C)c2ccccc21,CO,770,,,,263000,5.419955748,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2cc(OC)c(OC)c(OC)c2)C(C)(C)c2ccccc21,CC(=O)C,773,,,,222000,5.346352974,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2cc(OC)c(OC)c(OC)c2)C(C)(C)c2ccccc21,CC1=CC=CC=C1,774,,,,97000,4.986771734,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2cc(OC)c(OC)c(OC)c2)C(C)(C)c2ccccc21,C(Cl)Cl,779,,,,355000,5.550228353,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2ccccc2)C(C)(C)c2ccccc21,CC(=O)C,771,,,,216000,5.334453751,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2ccccc2)C(C)(C)c2ccccc21,CC1=CC=CC=C1,771,,,,109000,5.037426498,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2ccccc2)C(C)(C)c2ccccc21,CO,768,,,,302000,5.480006943,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Oc2ccccc2)C(C)(C)c2ccccc21,C(Cl)Cl,776,,,,376000,5.575187845,https://doi.org/10.1016/j.porgcoat.2023.107473
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CN(C)C=O,774,798,24,0.649,140000,5.146128036,https://doi.org/10.1016/j.dyepig.2017.01.015
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,757,,,,,,https://doi.org/10.1016/j.dyepig.2017.01.015
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccc(O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,753,,,,,,https://doi.org/10.1016/j.dyepig.2017.01.015
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccc(O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CN(C)C=O,769,792,23,0.196,80000,4.903089987,https://doi.org/10.1016/j.dyepig.2017.01.015
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,749,,,,,,https://doi.org/10.1016/j.dyepig.2017.01.015
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CN(C)C=O,764,788,24,0.327,110000,5.041392685,https://doi.org/10.1016/j.dyepig.2017.01.015
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(=O)C,556,569,13,0.12,128000,5.10720997,https://doi.org/10.1016/j.dyepig.2014.02.009
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(OC)ccc21,CS(=O)C,566,585,19,0.03,94000,4.973127854,https://doi.org/10.1016/j.dyepig.2014.02.009
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,552,565,13,0.1,137000,5.136720567,https://doi.org/10.1016/j.dyepig.2014.02.009
CCCCn1/c(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cccc3cccc1c32,CS(=O)C,672,,,,75000,4.875061263,https://doi.org/10.1016/j.dyepig.2014.02.009
CCCCn1/c(=C/C=C/C2=[N+](CCCC)c3cc4c(c5cccc2c35)OC(C)C4)c2cccc3c4c(cc1c32)CC(C)O4,CC#N,870,898,28,,108000,5.033423755,https://doi.org/10.1016/j.jlumin.2008.06.002
CCCCN1/C(=C/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,O,543,590,47,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CCCCN1/C(=C/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,C1CCOC1,556,592,36,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CCCCN1/C(=C/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,CC1=CC=CC=C1,564,608,44,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CCCCN1/C(=C/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,CN(C)C=O,559,603,44,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCC)c4ccc(I)cc4C3(C)C)=C2Cl)C(C)(C)c2cc(I)ccc21,CCO,798,830,32,,368000,5.565847819,https://doi.org/10.1016/j.saa.2024.124798
CCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCC)c4ccc(I)cc4C3(C)C)=C2Cl)C(C)(C)c2cc(I)ccc21,C(Cl)Cl,805,837,32,,,,https://doi.org/10.1016/j.saa.2024.124798
CCCCN1/C(=C/C2=[N+](CCCC)c3cccc4cccc2c34)C(C)(C)c2ccccc21,CCO,559,,,,25200,4.401400541,https://doi.org/10.1016/j.dyepig.2017.05.051
CCCCN1/C(=C/C2=[N+](CCCC)c3cccc4cccc2c34)C=Cc2ccccc21,CCO,585,,,,35900,4.555094449,https://doi.org/10.1016/j.dyepig.2017.05.051
CCCCN1/C(=C/C2=[N+](CCCC)c3cccc4cccc2c34)Sc2ccccc21,CCO,560,,,,30700,4.487138375,https://doi.org/10.1016/j.dyepig.2017.05.051
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)[n+]2ccc(C)cc2)Sc2ccccc21,CO,620,648,28,0.063,166952,5.222591626,https://doi.org/10.1016/j.dyepig.2023.111519
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)[n+]2ccc(N(C)C)cc2)Sc2ccccc21,CO,624,654,30,0.135,220533,5.343473585,https://doi.org/10.1016/j.dyepig.2023.111519
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)[n+]2cccc(C)c2)Sc2ccccc21,CO,618,647,29,0.042,214785,5.332003948,https://doi.org/10.1016/j.dyepig.2023.111519
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)[n+]2ccccc2)Sc2ccccc21,CO,616,647,31,0.039,145230,5.162056337,https://doi.org/10.1016/j.dyepig.2023.111519
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)c2ccc([N+](=O)[O-])cc2)Sc2ccccc21,CO,645,668,23,0.045,298333,5.474701295,https://doi.org/10.1016/j.dyepig.2023.111519
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)c2ccccc2)Sc2ccccc21,CO,640,666,26,0.057,209368,5.320910304,https://doi.org/10.1016/j.dyepig.2023.111519
CCCCN1/C(=C\C=C(Br)\C=C\c2sc3ccccc3[n+]2CCCC)Sc2ccccc21,CO,598,648,50,0.207,18768,4.273417995,https://doi.org/10.1016/j.dyepig.2023.111519
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(=O)C,662,691,29,0.65,200000,5.301029996,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,C(Cl)Cl,691,691,,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CO,656,681,25,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CC(=O)C,656,677,21,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CCO,659,680,21,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CO,655,674,19,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CCO,657,678,21,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,654,670,16,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CS(=O)C,661,682,21,0.51,219000,5.340444115,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CC(=O)C,653,671,18,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,C(Cl)Cl,665,679,14,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CC(=O)C,652,672,20,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CS(=O)C,657,684,27,0.58,265000,5.423245874,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CO,651,673,22,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CCO,655,676,21,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,C(Cl)Cl,665,685,20,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CCO,688,709,21,,208000,5.318063335,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,C(Cl)Cl,699,716,17,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CO,683,704,21,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,C1CCOC1,685,712,27,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CS(=O)C,692,713,21,0.365,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CC#N,682,701,19,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CC(=O)C,685,705,20,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CN(C)C=O,689,708,19,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CC(=O)C,682,701,19,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CN(C)C=O,686,705,19,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CS(=O)C,689,709,20,0.291,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,C1CCOC1,684,710,26,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CCO,684,704,20,,188000,5.274157849,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,C(Cl)Cl,695,713,18,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CO,681,701,20,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CC#N,679,698,19,,,,https://doi.org/10.1016/j.dyepig.2018.09.009
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,641,659,18,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,642,662,20,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,C(Cl)Cl,655,671,16,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CC(=O)C,644,663,19,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,646,664,18,,,,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,650,670,20,0.59,152000,5.181843588,https://doi.org/10.1016/j.dyepig.2022.111047
CCCCN1/C(=C\C=C\C=C\c2sc3ccccc3[n+]2CCCC)Sc2ccccc21,CO,608,628,20,0.051,8823,3.945616279,https://doi.org/10.1016/j.dyepig.2023.111519
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CC#N,862,886,24,0.138,36350,4.560504415,https://doi.org/10.1016/j.bioactmat.2021.12.009
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CCO,862,892,30,0.101,41720,4.6203443,https://doi.org/10.1016/j.bioactmat.2021.12.009
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CO,856,884,28,0.082,45890,4.661718058,https://doi.org/10.1016/j.bioactmat.2021.12.009
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CN(C)C=O,868,901,33,0.131,18600,4.269512944,https://doi.org/10.1016/j.bioactmat.2021.12.009
CCCCNC1=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(C)c2ccccc2C1(C)C,CCO,628,736,108,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(C)c2ccccc2C1(C)C,CO,621,733,112,,80000,4.903089987,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(C)c2ccccc2C1(C)C,CN(C)C=O,645,747,102,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(C)c2ccccc2C1(C)C,C(Cl)Cl,657,749,92,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccc(S(=O)(=O)O)cc2C1(C)C,O,605,755,150,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccc(S(=O)(=O)O)cc2C1(C)C,CO,618,737,119,,80000,4.903089987,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccc(S(=O)(=O)O)cc2C1(C)C,CCO,627,742,115,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(CC)c2ccc(S(=O)(=O)O)cc2C1(C)C,CN(C)C=O,657,754,97,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](Cc3ccc(C(=O)O)cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)O)cc2C1(C)C,CCO,592,729,137,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](Cc3ccc(C(=O)O)cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)O)cc2C1(C)C,CO,589,728,139,,84000,4.924279286,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](Cc3ccc(C(=O)O)cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)O)cc2C1(C)C,CN(C)C=O,600,745,145,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCNC1=C(/C=C/C2=[N+](Cc3ccc(C(=O)O)cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)CCC/C1=C\C=C1\N(Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)O)cc2C1(C)C,O,586,752,166,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCCCOc1ccc2cc3cc(I)c(=O)c(I)c-3oc2c1,CCO,470,,,,,,https://doi.org/10.1016/1010-6030(95)04233-4
CCCN(CCC)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,CCO,622,732,110,0.01,36600,4.563481085,https://doi.org/10.1039/c9ob00568d
CCCN1/C(=C/C=C/c2sc3ccccc3[n+]2CCC)Sc2ccccc21,O,554,,,,,,https://doi.org/10.1016/j.saa.2024.124611
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CS(=O)C,796,819,23,,,,https://doi.org/10.1016/j.rechem.2020.100092
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,O,775,800,25,,,,https://doi.org/10.1016/j.rechem.2020.100092
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CN(C)C=O,789,817,28,,,,https://doi.org/10.1016/j.rechem.2020.100092
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CCO,781,840,59,0.2,120000,5.079181246,https://doi.org/10.1016/j.ica.2017.08.001
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CC#N,780,807,27,,,,https://doi.org/10.1016/j.rechem.2020.100092
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CO,781,807,26,,,,https://doi.org/10.1016/j.rechem.2020.100092
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Oc2ccccc2)C(C)(C)c2ccccc21,CCO,771,,,0.027,276000,5.440909082,https://doi.org/10.1016/S1011-1344(00)00021-X
CCCOc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,C(Cl)Cl,478,591,113,0.316,24000,4.380211242,https://doi.org/10.1039/d0sc03314f
CCCOc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,CCO,471,595,124,0.088,23900,4.378397901,https://doi.org/10.1039/d0sc03314f
CCN(CC)C1=CC2Oc3cc(OC(=O)OCc4cc5ccccc5[n+](C)c4)ccc3C3(OC(=O)c4ccccc43)C2C=C1,O,510,552,42,,,,https://doi.org/10.1016/j.snb.2023.135073
CCN(CC)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,C(Cl)(Cl)Cl,639,738,99,0.04,37800,4.5774918,https://doi.org/10.1039/c9ob00568d
CCN(CC)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,CCO,616,730,114,0.015,38750,4.588271707,https://doi.org/10.1039/c9ob00568d
CCN(CC)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,O,614,729,115,0.01,32000,4.505149978,https://doi.org/10.1039/c9ob00568d
CCN(CC)c1ccc(-c2cc(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]2)cc1,CC#N,592,646,54,0.023,,,https://doi.org/10.1016/1010-6030(94)04018-W
CCN(CC)c1ccc(-c2cc(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]2)cc1,C(Cl)Cl,602,642,40,0.76,,,https://doi.org/10.1016/1010-6030(94)04018-W
CCN(CC)c1ccc(-c2ccc3ccc(N(CC)CC)cc3[o+]2)cc1,CC#N,594,637,43,0.023,,,https://doi.org/10.1016/1010-6030(94)04018-W
CCN(CC)c1ccc(-c2ccc3ccc(N(CC)CC)cc3[o+]2)cc1,C(Cl)Cl,609,631,22,0.79,,,https://doi.org/10.1016/1010-6030(94)04018-W
