SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
CN1/C(=C/C=C/C=C/C2=[N+](C)c3ccc(Cl)cc3C2(C)C)C(C)(C)c2cc(Cl)ccc21,CS(=O)C,640,674,34,0.294,222800,5.347915187,https://doi.org/10.1016/j.dyepig.2014.07.035
CN1/C(=C/C=C/C=C/C2=[N+](C)c3ccc(N)cc3C2(C)C)C(C)(C)c2cc(NC(=O)CCCc3ccc(N(CCCl)CCCl)cc3)ccc21,O,659,676,17,0.004,,,https://doi.org/10.1016/j.dyepig.2018.09.064
CN1/C(=C/C=C/C=C/C2=[N+](C)c3ccc(O)cc3C2(C)C)C(C)(C)c2cc(NC(=O)CCCc3ccc(N(CCCl)CCCl)cc3)ccc21,O,661,688,27,0.006,,,https://doi.org/10.1016/j.dyepig.2018.09.064
CN1/C(=C/C=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,644,666,22,0.305,212500,5.327358934,https://doi.org/10.1016/j.dyepig.2014.07.035
CN1/C(=C/C=C/C2=[N+](C)c3c(F)c(F)c4c(F)c(F)c(F)c(F)c4c3C2(C)C)C(C)(C)c2c1c(F)c(F)c1c(F)c(F)c(F)c(F)c21,C(Cl)Cl,579,597,18,0.24,156000,5.193124598,https://doi.org/10.1021/acs.joc.9b00378
CN1/C(=C/C=C/C2=[N+](C)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CCO,555,,,,,,https://doi.org/10.1016/S0927-0248(03)00113-2
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,C1CCOC1,556,593,37,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,CN(C)C=O,555,600,45,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,CC1=CC=CC=C1,555,607,52,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,O,538,587,49,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,547,562,15,0.03,,,https://doi.org/10.1016/j.optlastec.2021.107412
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)Sc2ccccc21,CS(=O)C,549,569,20,0.07,112000,5.049218023,https://doi.org/10.1016/j.dyepig.2014.02.009
CN1/C(=C/C=C/C2=Nc3ccc([N+](=O)[O-])cc3C2(C)C)C(C)(C)c2cc([N+](=O)[O-])ccc21,CCO,505,,,,,,https://doi.org/10.1016/j.dyepig.2004.12.011
CN1/C(=C/C=C/C2=Nc3ccccc3C2(C)C)C(C)(C)c2ccccc21,CC#N,435,,,,,,https://doi.org/10.1016/j.dyepig.2004.12.011
CN1/C(=C/C=C/C2=Nc3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,447,,,,,,https://doi.org/10.1016/j.dyepig.2004.12.011
CN1/C(=C/C=C/C2=Nc3ccccc3C2(C)C)C(C)(C)c2ccccc21,CC1=CC=CC=C1,435,,,,,,https://doi.org/10.1016/j.dyepig.2004.12.011
CN1/C(=C/C=C/c2nc3ccccc3s2)Sc2ccccc21,CC#N,452,,,,,,https://doi.org/10.1016/j.dyepig.2004.12.011
CN1/C(=C/C=C/c2nc3ccccc3s2)Sc2ccccc21,CC1=CC=CC=C1,449,,,,,,https://doi.org/10.1016/j.dyepig.2004.12.011
CN1/C(=C/C=C/c2nc3ccccc3s2)Sc2ccccc21,CCO,459,,,,,,https://doi.org/10.1016/j.dyepig.2004.12.011
CN1/C(=C/C=C/c2oc3ccccc3[n+]2C)Oc2ccccc21,CS(=O)C,490,512,22,0.35,114815,5.05999863,https://doi.org/10.1016/j.dyepig.2011.11.001
CN1/C(=C/C=C/c2oc3ccccc3[n+]2C)Sc2ccccc21,CS(=O)C,526,546,20,0.26,69183,4.839999391,https://doi.org/10.1016/j.dyepig.2011.11.001
CN1/C(=C/C=C/c2sc3ccccc3[n+]2C)Sc2ccccc21,CS(=O)C,563,585,22,0.15,89125,4.949999543,https://doi.org/10.1016/j.dyepig.2011.11.001
CN1/C(=C/C=C/c2sc3ccccc3[n+]2C)Sc2ccccc21,CO,554,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CN1/C(=C/C=C2\CCC(C3=[N+](C)c4ccccc4C3(C)C)=C2c2c([O-])n(C)c(=O)n(C)c2=O)C(C)(C)c2ccccc21,C(Cl)Cl,772,,,,147000,5.167317335,https://doi.org/10.1016/j.dyepig.2006.01.039
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccc(O)c(C(=O)O)c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc(O)c2C(=O)O,CO,805,812,7,0.013,,,https://doi.org/10.1016/S0039-9140(98)00012-5
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccc(O)c(C(=O)O)c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc(O)c2C(=O)O,CS(=O)C,819,822,3,0.00167,,,https://doi.org/10.1016/S0039-9140(98)00012-5
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2c2ccc(CCC(=O)O)cc2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CS(=O)C,779,801,22,0.31,229000,5.359835482,https://doi.org/10.1016/j.dyepig.2016.03.054
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccc5ccccc5c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc1ccccc21,CCO,818,869,51,0.18,210000,5.322219295,https://doi.org/10.1016/j.ica.2017.08.001
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,C(Cl)Cl,785,817,32,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CCO,779,840,61,0.16,280000,5.447158031,https://doi.org/10.1016/j.ica.2017.08.001
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CN(C)C=O,784,814,30,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CO,774,801,27,,296000,5.471291711,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Nc2ccc3c(c2)OCCOCCOCCOCCO3)C(C)(C)c2ccccc21,CC(=O)C,780,799,19,0.0302,13182,4.119981307,https://doi.org/10.1016/S0026-265X(01)00150-3
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Nc2ccc3c(c2)OCCOCCOCCOCCO3)C(C)(C)c2ccccc21,CC#N,776,799,23,0.0158,67608,4.829998089,https://doi.org/10.1016/S0026-265X(01)00150-3
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Nc2ccc3c(c2)OCCOCCOCCOCCO3)C(C)(C)c2ccccc21,CS(=O)C,793,809,16,0.0203,45708,4.659992219,https://doi.org/10.1016/S0026-265X(01)00150-3
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Nc2ccc3c(c2)OCCOCCOCCOCCO3)C(C)(C)c2ccccc21,CO,777,780,3,0.0152,64565,4.809997155,https://doi.org/10.1016/S0026-265X(01)00150-3
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2ccccc21,CN(C)C=O,647,747,100,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2ccccc21,CO,637,737,100,,120000,5.079181246,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2ccccc21,CCO,640,737,97,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2ccccc21,C(Cl)Cl,676,747,71,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2ccccc21,CO,635,735,100,,94000,4.973127854,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2ccccc21,CCO,636,735,99,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2ccccc21,C(Cl)Cl,648,744,96,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2ccccc21,CN(C)C=O,644,744,100,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CN1/C(=C/C=C2\CCCC(C3=[N+](C)c4ccc(-c5ccccc5)c(-c5ccccc5)c4C3(C)C)=C2c2c([O-])n(C)c(=O)n(C)c2=O)C(C)(C)c2c1ccc(-c1ccccc1)c2-c1ccccc1,C(Cl)Cl,787,,,,258000,5.411619706,https://doi.org/10.1016/j.dyepig.2006.01.039
CN1/C(=C/C=C2\CCCC(C3=[N+](C)c4ccc(-c5ccccc5)c(-c5ccccc5)c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc(-c1ccccc1)c2-c1ccccc1,C(Cl)Cl,826,,,,323000,5.509202522,https://doi.org/10.1016/j.dyepig.2006.01.039
CN1/C(=C/C=C2\CCCC(C3=[N+](C)c4ccccc4C3(C)C)=C2c2c([O-])n(C)c(=O)n(C)c2=O)C(C)(C)c2ccccc21,C(Cl)Cl,754,,,,233000,5.367355921,https://doi.org/10.1016/j.dyepig.2006.01.039
CN1/C(=C/C=C2\CCCC(C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,C(Cl)Cl,786,,,,338000,5.5289167,https://doi.org/10.1016/j.dyepig.2006.01.039
CN1/C(=C/C=C2\CCCCC(C3=[N+](C)c4ccc(-c5ccccc5)c(-c5ccccc5)c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc(-c1ccccc1)c2-c1ccccc1,C(Cl)Cl,827,,,,256000,5.408239965,https://doi.org/10.1016/j.dyepig.2006.01.039
CN1/C(=C/C=C2\CCCCC(C3=[N+](C)c4ccccc4C3(C)C)=C2c2c([O-])n(C)c(=O)n(C)c2=O)C(C)(C)c2ccccc21,C(Cl)Cl,738,,,,89700,4.952792443,https://doi.org/10.1016/j.dyepig.2006.01.039
CN1/C(=C/C=C2\CCCCC(C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,C(Cl)Cl,787,,,,317000,5.501059262,https://doi.org/10.1016/j.dyepig.2006.01.039
CN1/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C=Cc2ccccc21,CO,471,,,,47000,4.672097858,https://doi.org/10.1016/j.dyepig.2009.03.005
CN1/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C=Cc2ccccc21,CC(=O)C,440,,,,39000,4.591064607,https://doi.org/10.1016/j.dyepig.2009.03.005
CN1/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C=Cc2ccccc21,CC1=CC=CC=C1,460,,,,15000,4.176091259,https://doi.org/10.1016/j.dyepig.2009.03.005
CN1/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C=Cc2ccccc21,O,439,,,,37000,4.568201724,https://doi.org/10.1016/j.dyepig.2009.03.005
CN1/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C=Cc2ccccc21,C(Cl)(Cl)Cl,461,,,,50000,4.698970004,https://doi.org/10.1016/j.dyepig.2009.03.005
CN1/C(=C/C2=Nc3cccc4cccc2c34)C(C)(C)c2ccccc21,CC#N,515,,,,40600,4.608526034,https://doi.org/10.1016/j.dyepig.2006.01.048
CN1/C(=C/C2=Nc3cccc4cccc2c34)C(C)(C)c2ccccc21,CO,508,,,,28800,4.459392488,https://doi.org/10.1016/j.dyepig.2006.01.048
CN1/C(=C/C2=Nc3cccc4cccc2c34)C(C)(C)c2ccccc21,C1COCCO1,519,,,,22000,4.342422681,https://doi.org/10.1016/j.dyepig.2006.01.048
CN1/C(=C/C2=Nc3cccc4cccc2c34)C(C)(C)c2ccccc21,CC1=CC=CC=C1,520,,,,20800,4.318063335,https://doi.org/10.1016/j.dyepig.2006.01.048
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,CO,515,,,,38300,4.583198774,https://doi.org/10.1016/j.dyepig.2006.01.048
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,CC#N,523,,,,48600,4.686636269,https://doi.org/10.1016/j.dyepig.2006.01.048
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,C1COCCO1,525,,,,25700,4.409933123,https://doi.org/10.1016/j.dyepig.2006.01.048
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,CC1=CC=CC=C1,526,,,,22000,4.342422681,https://doi.org/10.1016/j.dyepig.2006.01.048
CN1/C(=C/c2sc3ccccc3[n+]2C)Sc2ccccc21,CO,425,,,,72500,4.860338007,https://doi.org/10.1016/S0143-7208(98)00061-8
CN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2C)[n+]2ccccc2)Sc2ccccc21,CO,612,644,32,0.03,232400,5.366236124,https://doi.org/10.1016/j.dyepig.2023.111519
CN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2C)c2ccc([N+](=O)[O-])cc2)Sc2ccccc21,CO,640,663,23,0.048,25062,4.399015726,https://doi.org/10.1016/j.dyepig.2023.111519
CN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2C)c2ccccc2)Sc2ccccc21,CO,645,658,13,0.09,105267,5.022292246,https://doi.org/10.1016/j.dyepig.2023.111519
CN1/C(=C\C=C(Br)\C=C\c2sc3ccccc3[n+]2C)Sc2ccccc21,CO,626,649,23,0.42,12150,4.084576278,https://doi.org/10.1016/j.dyepig.2023.111519
CN1/C(=C\C=C(Cl)\C=C\c2sc3ccccc3[n+]2C)Sc2ccccc21,CO,627,647,20,0.183,9213,3.964401071,https://doi.org/10.1016/j.dyepig.2023.111519
CN1/C(=C\C=C\C=C\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,742,,,0.054,231000,5.36361198,https://doi.org/10.1016/S1011-1344(00)00021-X
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,CO,750,781,31,0.28,236000,5.372912003,https://doi.org/10.1016/j.dyepig.2023.111648
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCCCC(=O)[O-])c3cc(I)c(I)c(I)c3C2(C)C)C(C)(C)c2c1cc(I)c(I)c2I,CS(=O)C,771,804,33,0.52,166000,5.220108088,https://doi.org/10.1016/j.dyepig.2021.109745
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCCCC(=O)[O-])c3ccc(I)cc3C2(C)C)C(C)(C)c2c1cc(I)c(I)c2I,CS(=O)C,768,803,35,0.48,144000,5.158362492,https://doi.org/10.1016/j.dyepig.2021.109745
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCCCC(=O)[O-])c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CS(=O)C,766,801,35,0.55,173000,5.238046103,https://doi.org/10.1016/j.dyepig.2021.109745
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2c1cc(I)c(I)c2I,CS(=O)C,760,794,34,0.49,148000,5.170261715,https://doi.org/10.1016/j.dyepig.2021.109745
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,CS(=O)C,759,792,33,0.53,168000,5.225309282,https://doi.org/10.1016/j.dyepig.2021.109745
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,753,786,33,0.55,143300,5.15624619,https://doi.org/10.1016/j.dyepig.2021.109745
CN1/C(=C\C=C\C=C\C2=[N+](C)c3ccc(N)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,660,679,19,0.003,,,https://doi.org/10.1016/j.dyepig.2018.09.064
CN1/C(=C\C=C\C=C\C2=[N+](C)c3ccc(O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,655,682,27,0.024,,,https://doi.org/10.1016/j.dyepig.2018.09.064
CN1/C(=C\C=C\C=C\C2=[N+](C)c3ccc(O)cc3C2(C)C)C(C)(C)c2cc(N)ccc21,O,665,690,25,0.012,,,https://doi.org/10.1016/j.dyepig.2018.09.064
CN1/C(=C\C=C\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,639,660,21,0.167,,,https://doi.org/10.1016/j.dyepig.2018.09.064
CN1/C(=C\C=C\C=C\c2sc3ccccc3[n+]2C)Sc2ccccc21,CO,598,645,47,0.084,16214,4.209890169,https://doi.org/10.1016/j.dyepig.2023.111519
CN1/C(=C\C=C\C2=[N+](C)c3cccc4cccc2c34)C(C)(C)c2ccccc21,CO,656,,,,98500,4.99343623,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\C2=[N+](C)c3cccc4cccc2c34)C(C)(C)c2ccccc21,CC#N,656,,,,99900,4.999565488,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\C2=[N+](C)c3cccc4cccc2c34)C(C)(C)c2ccccc21,CS(=O)C,669,,,,90600,4.957128198,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2cc[n+](CCC(=O)O)c3ccccc23)Sc2ccccc21,O,590,650,60,0.00026,,,https://doi.org/10.1016/S0040-4039(01)00365-3
CN1/C(=C\C=C\c2ccc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CC#N,558,,,,118300,5.072984745,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2ccc3ccccc3[n+]2C)C(C)(C)c2ccccc21,O,552,,,,98600,4.993876915,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2ccc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CO,559,,,,121100,5.083144143,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2ccc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CS(=O)C,568,,,,108900,5.03702788,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,CC#N,558,,,,112000,5.049218023,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,CO,559,,,,108200,5.034227261,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,O,555,,,,93200,4.969415912,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,CS(=O)C,566,,,,97000,4.986771734,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CS(=O)C,549,,,,116500,5.066325925,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CC#N,541,,,,127800,5.106530854,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,O,538,,,,118200,5.072617477,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C\c2sc3ccccc3[n+]2C)C(C)(C)c2ccccc21,CO,541,,,,130200,5.114610984,https://doi.org/10.1016/j.dyepig.2021.109459
CN1/C(=C\C=C2/CCCC(/C=C/c3[se]c4ccccc4[n+]3C)=C2Cl)[Se]c2ccccc21,CO,805,826,21,0.077,195700,5.291590826,https://doi.org/10.1016/j.dyepig.2022.111053
CN1/C(=C\C=C2/CCCC(/C=C/c3[se]c4ccccc4[n+]3C)=C2OC2(C)[Se]c3ccccc3N2C)[Se]c2ccccc21,CO,812,829,17,0.035,180900,5.257438567,https://doi.org/10.1016/j.dyepig.2022.111053
CN1/C(=C\C=C2/CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CO,774,791,17,0.066,191200,5.281487888,https://doi.org/10.1016/j.dyepig.2022.111053
CN1/C(=C\C=C2/CCCC(/C=C/c3sc4ccccc4[n+]3C)=C2Cl)Sc2ccccc21,CO,792,808,16,0.092,191600,5.282395505,https://doi.org/10.1016/j.dyepig.2022.111053
CN1/C(=C\C=C2/CCCC(/C=C/c3sc4ccccc4[n+]3C)=C2OC2(C)Sc3ccccc3N2C)Sc2ccccc21,CO,807,833,26,0.069,173100,5.238297068,https://doi.org/10.1016/j.dyepig.2022.111053
CN1/C(=C\c2cc[n+](CCC(=O)O)c3ccccc23)Sc2ccccc21,O,470,515,45,0.00016,,,https://doi.org/10.1016/S0040-4039(01)00365-3
CN1/C(=C\c2cc[n+](CCC(=O)O)cc2)Sc2ccccc21,O,420,480,60,0.0002,,,https://doi.org/10.1016/S0040-4039(01)00365-3
CN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=CC1=[N+](C)c2ccccc2C1(C)C)N3C,C(Cl)(Cl)Cl,658,677,19,0.181,,,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=CC1=[N+](C)c2ccccc2C1(C)C)N3C,CO,644,664,20,0.104,251000,5.399673721,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,C(Cl)Cl,550,570,20,0.04,135000,5.130333768,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,545,568,23,0.03,134000,5.127104798,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2cc[n+](C)c3ccccc23)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=Cc1cc[n+](C)c2ccccc12)N3C,C(Cl)(Cl)Cl,707,755,48,0.038,,,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2cc[n+](C)c3ccccc23)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=Cc1cc[n+](C)c2ccccc12)N3C,CO,717,773,56,0.0003,133700,5.126131407,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2cc[n+](C)c3ccccc23)C(C)(C)c2ccccc21,C(Cl)Cl,618,644,26,0.016,,,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2cc[n+](C)c3ccccc23)C(C)(C)c2ccccc21,CCO,601,653,52,0.007,79800,4.902002891,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2ccc3ccccc3[n+]2C)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=Cc1ccc2ccccc2[n+]1C)N3C,C(Cl)(Cl)Cl,695,740,45,0.04,,,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2ccc3ccccc3[n+]2C)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=Cc1ccc2ccccc2[n+]1C)N3C,CO,666,725,59,0.005,176000,5.245512668,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2ccc3ccccc3[n+]2C)C=Cc2ccccc21,CS(=O)C,615,645,30,0.004,,,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2ccc3ccccc3[n+]2C)C=Cc2ccccc21,CCO,605,,,,178500,5.25163822,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2oc3ccccc3[n+]2C)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=Cc1oc2ccccc2[n+]1C)N3C,CO,596,629,33,0.126,154000,5.187520721,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2oc3ccccc3[n+]2C)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=Cc1oc2ccccc2[n+]1C)N3C,C(Cl)(Cl)Cl,616,640,24,0.283,,,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2oc3ccccc3[n+]2C)Oc2ccccc21,CS(=O)C,490,515,25,0.093,,,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2oc3ccccc3[n+]2C)Oc2ccccc21,CCO,482,500,18,0.04,156000,5.193124598,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2sc3ccccc3[n+]2C)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=Cc1sc2ccccc2[n+]1C)N3C,C(Cl)(Cl)Cl,664,688,24,0.23,,,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC=Cc2sc3ccccc3[n+]2C)C(C)(C)c2cc3c(cc21)C(C)(C)C(=CC=Cc1sc2ccccc2[n+]1C)N3C,CO,640,675,35,0.06,205200,5.312177356,https://doi.org/10.1016/j.dyepig.2009.09.007
CN1C(=CC2C([O-])C(C=C3N(C)c4ccccc4C3(C)C)C2[O-])C(C)(C)c2ccccc21,CC#N,628,645,17,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CN1C(=CC2C([O-])C(C=C3N(C)c4ccccc4C3(C)C)C2[O-])C(C)(C)c2ccccc21,CCO,626,640,14,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CN1C(=CC2C([O-])C(C=C3N(C)c4ccccc4C3(C)C)C2[O-])C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,630,649,19,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
CN1C(=CC2C([O-])C(C=C3N(C)c4ccccc4C3(C)C)C2[O-])C(C)(C)c2ccccc21,CO,622,641,19,,,,https://doi.org/10.1016/S0927-0248(98)00201-3
