SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å)
CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,C(Cl)(Cl)Cl,464,575,111,0.55,15136,4.18
CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(=O)C,459,586,127,0.28,12303,4.09
CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,C1CCOC1,459,586,127,0.23,13804,4.14
CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,C(Cl)Cl,467,593,126,0.55,14454,4.16
CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCO,471,634,163,0.26,13183,4.12
CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,470,638,168,0.27,12882,4.11
CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CN(C)C=O,479,624,145,0.2,14125,4.15
CN(C)[C@@H]1C(=O)C(=C(N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,CS(=O)C,480,,,,16600,4.2201
CN(C)[C@@H]1C(=O)C(=C(N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CCO,480,,,,15900,4.2014
CN(C)[C@@H]1C(=O)C(=C(N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CC#N,480,,,,21400,4.3304
CN(C)[c+]1scc(-c2cc(I)cc(I)c2[O-])s1,CO,394,,,,,
CN(C)[c+]1scc(-c2cc(I)cc(I)c2[O-])s1,CC#N,425,,,,,
CN(C)[c+]1scc(-c2cc(I)cc(I)c2[O-])s1,C(Cl)Cl,430,,,,,
CN(C)[c+]1scc(-c2cc(I)cc(I)c2[O-])s1,C1CCOC1,438,,,,,
CN(C)[N+]([O-])=NOc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1ON=[N+]([O-])N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,CS(=O)C,,,,,32000,4.5051
CN(C)[N+]([O-])=NOc1cc(ON=[N+]([O-])N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],CS(=O)C,,,,,32000,4.5051
CN(C)C(=CC=Cc1ccccc1)c1ccc(CN)cc1,CCCCCC,410,,,,,
CN(C)C(=O)/C=C/c1nc2c(c(=O)n(C)c(=O)n2C)n1C,C(Cl)Cl,348,402,54,,28740,4.4585
CN(C)C(=O)C1=C(C(=O)N(C)C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C(=O)N(C)C)c5C(=O)N(C)C)C(C(=O)N(C)C)=C4C(=O)N(C)C)c(C(=O)N(C)C)c3C(=O)N(C)C,O,,,,,264000,5.4216
CN(C)C(=O)C1=C(C(=O)N(C)C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C(=O)N(C)C)c5C(=O)N(C)C)C(C(=O)N(C)C)=C4C(=O)N(C)C)c(C(=O)N(C)C)c3C(=O)N(C)C,C(Cl)(Cl)Cl,,,,,241000,5.382
CN(C)C(=O)c1c(Cl)c(Cl)c([C](c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C(Cl)(Cl)Cl,,,,,34500,4.5378
CN(C)C(=O)c1c(Cl)c(Cl)c([C](c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(N(C)C)c(Cl)c2Cl)c(Cl)c1Cl,C1CCCCC1,,,,,80000,4.9031
CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CS(=O)C,383,534,151,0.9,19000,4.2788
CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CC#N,373,521,148,0.85,20000,4.301
CN(C)C=CC1=C2C=CC(c3ccccc3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccccc1,C(Cl)Cl,501,,,,19960,4.3002
CN(C)C=CC1=C2C=CC(c3ccccc3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccccc1,CN(C)C=O,501,,,,19960,4.3002
CN(C)C=CC1=C2C=CC(c3ccccc3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccccc1,CC#N,501,,,,19960,4.3002
CN(C)C=NC1=C2CCCC(/C=C(\CN)C(N)=C(CN)CN)=C2Oc2ccccc21,CC#N,,,,,79600,4.9009
CN(C)C=NC1=C2CCCC(C=C(CN)CN)=C2Oc2ccccc21,CC#N,,,,,73200,4.8645
CN(C)C=NC1=C2CCCC(C=C3OCC(C)(C)CO3)=C2Oc2ccccc21,CC#N,,,,,60800,4.7839
CN(C)C=NC1=C2CCCC(C=O)=C2Oc2c(I)cc(I)cc21,CC#N,,,,,42000,4.6232
CN(C)C=NC1=C2CCCC(C=O)=C2Oc2ccccc21,CC#N,,,,,41600,4.6191
CN(C)C=Nc1ccc2cc3c([o+]c2c1)/C(=C/N(C)C)CCC3,C(Cl)Cl,,,,,30199,4.48
CN(C)C=O,CS(=O)C,469,,,,,
CN(C)c1[se]c(-c2ccc(Cl)cc2)nc1-c1ccccc1,C(Cl)(Cl)Cl,360,455,95,0.002,,
CN(C)c1[se]c(-c2ccccc2)nc1-c1ccccc1,C(Cl)(Cl)Cl,326,470,144,0.029,,
CN(C)C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCOC(=O)C,399,445,46,0.27,25060,4.399
CN(C)c1c(-c2ccccc2)c(=O)oc2c1ccc1ccccc12,CCO,,,,,39811,4.6
CN(C)c1c(Cl)c(Cl)c([C](c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(N(C)C)c(Cl)c2Cl)c(Cl)c1Cl,C1CCCCC1,,,,,83500,4.9217
CN(C)c1c(F)c(F)c(C2=C3C=CC(=N3)C(c3cc(Br)cc(Br)c3)=c3ccc4n3[Zn+2]n3c(ccc32)C(c2cc(Br)cc(Br)c2)=C2C=CC(=N2)C=4c2c(F)c(F)c(N(C)C)c(F)c2F)c(F)c1F,C(Cl)Cl,,,,,407380,5.61
CN(C)c1c(F)c(F)c(C2=C3C=CC(=N3)C(c3ccc(Br)cc3)=c3ccc4n3[Zn+2]n3c(ccc32)C(c2ccc(Br)cc2)=C2C=CC(=N2)C=4c2c(F)c(F)c(N(C)C)c(F)c2F)c(F)c1F,C(Cl)Cl,,,,,380189,5.58
CN(C)c1c(F)c(F)c(C2=c3ccc4n3[Zn+2]n3c(ccc3C(c3c(F)c(F)c(F)c(F)c3F)=C3C=CC(=N3)C=4c3cc(Br)cc(Br)c3)C(c3cc(Br)cc(Br)c3)=C3C=CC2=N3)c(F)c1F,C(Cl)Cl,,,,,407380,5.61
CN(C)c1c(F)c(F)c(C2=c3ccc4n3[Zn+2]n3c(ccc3C(c3c(F)c(F)c(F)c(F)c3F)=C3C=CC(=N3)C=4c3ccc(Br)cc3)C(c3ccc(Br)cc3)=C3C=CC2=N3)c(F)c1F,C(Cl)Cl,,,,,446684,5.65
CN(C)c1c(F)c(F)c(-c2c3nc(c(-c4cc(Br)cc(Br)c4)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4nc(c(-c5cc(Br)cc(Br)c5)c5ccc2[nH]5)C=C4)C=C3)c(F)c1F,C(Cl)Cl,,,,,489779,5.69
CN(C)c1c(F)c(F)c(-c2c3nc(c(-c4cc(Br)cc(Br)c4)c4ccc([nH]4)c(-c4c(F)c(F)c(N(C)C)c(F)c4F)c4nc(c(-c5cc(Br)cc(Br)c5)c5ccc2[nH]5)C=C4)C=C3)c(F)c1F,C(Cl)Cl,,,,,446684,5.65
CN(C)c1c(F)c(F)c(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)c(F)c1F,C(Cl)Cl,,,,,467735,5.67
CN(C)c1c(F)c(F)c(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc([nH]4)c(-c4c(F)c(F)c(N(C)C)c(F)c4F)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)c(F)c1F,C(Cl)Cl,,,,,457088,5.66
CN(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,386,391,5,0.008,,
CN(C)c1c2ccccc2cc2ccccc12,C1COCCO1,387,392,5,0.013,,
CN(C)c1c2ccccc2cc2ccccc12,C1CCOC1,386,392,6,0.01,,
CN(C)c1c2ccccc2cc2ccccc12,CC#N,386,390,4,0.007,,
CN(C)c1c2ccccc2cc2ccccc12,CN(C)C=O,388,392,4,0.016,,
CN(C)c1c2ccccc2cc2ccccc12,CS(=O)C,390,395,5,0.018,,
CN(C)c1c2ccccc2cc2ccccc12,CCO,385,389,4,0.007,,
CN(C)c1c2ccccc2cc2ccccc12,CO,384,389,5,0.008,,
CN(C)c1c2ccccc2cc2ccccc12,O,385,390,5,0.011,,
CN(C)c1cc(-c2ccc(CCc3cc[n+](C)cc3)cc2)cc2ccccc12,C(Cl)Cl,366,510,144,0.001,85900,4.934
CN(C)c1cc(-c2ccccc2)cc2ccccc12,C(Cl)Cl,318,422,104,0.52,58100,4.7642
CN(C)c1cc(Cc2ccccc2)oc(=O)c1Cl,CCO,,,,,21380,4.33
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CC(=O)C,390,525,135,0.51,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CC#N,391,530,139,0.53,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,C1=CC=C(C(=C1)Cl)Cl,394,524,130,0.52,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,C(Cl)Cl,397,523,126,0.57,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CCOCC,391,507,116,0.46,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,C1COCCO1,391,522,131,0.55,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CN(C)C=O,394,534,140,0.57,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CS(=O)C,397,538,141,0.55,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CCO,392,528,136,0.51,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CCOC(=O)C,390,519,129,0.49,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CCCCCC,387,494,107,0.38,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CO,392,531,139,0.52,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,C1CCOC1,390,518,128,0.54,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,CC1=CC=CC=C1,395,517,122,0.55,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,O,387,555,168,0.47,,
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,C1CCCCC1,387,496,109,0.37,,
CN(C)c1cc(F)c(C(=O)c2cc(F)c(N(C)C)cc2F)cc1F,CCO,358,,,,,
CN(C)c1cc2c(cc1F)c(=O)c1cc(F)c(N(C)C)cc1n2C,CCO,384,441,57,,,
CN(C)c1cc2c(cc1F)c(=O)c1cc(F)c(N)cc1n2C,CCO,369,432,63,,,
CN(C)c1cc2c(cc1F)c(=O)c1cc(F)c(N3CCCCC3)cc1n2C,CCO,364,443,79,,,
CN(C)c1cc2c(cc1F)C(c1cc(C(=O)O)ccc1C(=O)[O-])=C1C=C(F)C(=[N+](C)C)C=C1C2(C)C,O,628,,,,,
CN(C)c1cc2oc3cc(=[N+](C)C)c(F)cc-3c(-c3ccccc3C(=O)[O-])c2cc1F,O,,,,,50000,4.699
CN(C)c1cc2oc3cc(=[N+](C)C)ccc-3c(-c3ccccc3C(=O)[O-])c2cc1-c1ccccc1,CO,548,,,,,
CN(C)c1cc2oc3cc(N(C)C)c(F)cc3c(=O)c2cc1F,CCO,378,446,68,,,
CN(C)c1cc2sc3cc(N(C)C)c(F)cc3c(=O)c2cc1F,CCO,382,477,95,,,
CN(C)c1ccc(/C=C(\CN)c2n[nH]c(Cc3ccccc3)n2)cc1,CO,,,,,29512,4.47
CN(C)c1ccc(/C=C(\CN)c2nc3ccccc3s2)cc1,C1CCCCC1,430,500,70,,,
CN(C)c1ccc(/C=C(\CN)c2nc3ccccc3s2)cc1,CO,450,520,70,,,
CN(C)c1ccc(/C=C/C(=C(CN)CN)c2ccc3c4c(cccc24)CC3)cc1,CC1=CC=CC=C1,487,551,64,,42763,4.6311
CN(C)c1ccc(/C=C/C(=C(CN)CN)c2ccc3c4c(cccc24)CC3)cc1,C1CCOC1,488,577,89,,42750,4.6309
CN(C)c1ccc(/C=C/C(=C(CN)CN)c2ccc3c4c(cccc24)CC3)cc1,C(Cl)(Cl)Cl,483,568,85,,56610,4.7529
CN(C)c1ccc(/C=C/C(=C(CN)CN)c2ccc3c4c(cccc24)CC3)cc1,CCOC(=O)C,497,573,76,,53469,4.7281
CN(C)c1ccc(/C=C/C(=C(CN)CN)c2ccc3c4c(cccc24)CC3)cc1,CC(=O)C,492,593,101,,54828,4.739
CN(C)c1ccc(/C=C/C(=C(CN)CN)c2ccc3c4c(cccc24)CC3)cc1,CC#N,494,598,104,,54144,4.7336
CN(C)c1ccc(/C=C/C(=C(CN)CN)c2ccc3c4c(cccc24)CC3)cc1,CO,496,593,97,,64058,4.8066
CN(C)c1ccc(/C=C/C(=C(CN)CN)c2ccc3c4c(cccc24)CC3)cc1,CN(C)C=O,505,606,101,,43507,4.6386
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,C1CCCCC1,420,488,68,,,
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,CC1=CC=CC=C1,416,486,70,,,
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,C(Cl)(Cl)Cl,426,522,96,,,
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,C1CCOC1,413,516,103,,,
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,CC(=O)C,418,532,114,,,
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,CCO,429,542,113,,,
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,CO,428,544,116,,,
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,CN(C)C=O,427,542,115,,,
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,CC#N,419,540,121,,,
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,C1CCCCC1,407,477,70,,,
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CC1=CC=CC=C1,406,470,64,,,
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,C(Cl)(Cl)Cl,417,510,93,,,
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,C1CCOC1,404,506,102,,,
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CC(=O)C,407,519,112,,,
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CCO,420,530,110,,,
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CO,421,531,110,,,
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CN(C)C=O,419,531,112,,,
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CC#N,410,532,122,,,
CN(C)c1ccc(/C=C/C(=O)O)cc1,CC1=CC=CC=C1,362,413,51,,,
CN(C)c1ccc(/C=C/C(=O)O)cc1,C1COCCO1,356,414,58,,,
CN(C)c1ccc(/C=C/C(=O)O)cc1,CCOC(=O)C,358,421,63,,,
CN(C)c1ccc(/C=C/C(=O)O)cc1,C1CCOC1,358,418,60,0.0134,,
CN(C)c1ccc(/C=C/C(=O)O)cc1,CC#N,364,445,81,0.0205,,
CN(C)c1ccc(/C=C/C(=O)O)cc1,CO,357,453,96,,,
CN(C)c1ccc(/C=C/C(=O)O)cc1,O,323,453,130,0.002,,
CN(C)c1ccc(/C=C/C(=O)O)cc1,C1CCCCC1,365,416,51,0.0112,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(B(O)O)cc2)cc1,C1CCCCC1,396,470,74,,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,C1COCCO1,406,480,74,0.53,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CCOCC,399,471,72,0.46,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,C(Cl)(Cl)Cl,410,489,79,0.26,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,C1CCOC1,407,482,75,0.31,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,C(Cl)Cl,410,488,78,0.24,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CC(=O)C,405,488,83,0.15,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CO,401,499,98,0.076,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CC#N,405,497,92,0.1,,
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CN(C)C=O,412,500,88,0.19,,
CN(C)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,C1COCCO1,352,429,77,0.7,14200,4.1523
CN(C)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CC#N,349,443,94,0.75,13800,4.1399
CN(C)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CO,343,438,95,0.58,14700,4.1673
CN(C)c1ccc(/C=C/C=C/c2c3ccccc3nc3ccccc23)cc1,CCO,,,,,24100,4.382
CN(C)c1ccc(/C=C/C=C/c2ccc([N+](=O)[O-])c(O)c2)cc1,C1CCCCC1,449,530,81,0.13,,
CN(C)c1ccc(/C=C/C=C/c2ccc([N+](=O)[O-])c(O)c2)cc1,CC#N,451,,,,,
CN(C)c1ccc(/C=C/C=C/c2ccc([N+](=O)[O-])c(O)c2)cc1,CO,446,,,,,
CN(C)c1ccc(/C=C/C=C/c2ccc(B(O)O)cc2)cc1,C1CCCCC1,377,441,64,,,
CN(C)c1ccc(/C=C/C=C/c2ccc(CN)cc2)cc1,CCCCCC,400,440,40,0.059,,
CN(C)c1ccc(/C=C/C=C/c2ccc(CN)cc2)cc1,CCOCC,400,509,109,0.085,,
CN(C)c1ccc(/C=C/C=C/c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,C(Cl)(Cl)Cl,403,510,107,0.17,53300,4.7267
CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,C1COCCO1,392,488,96,0.021,,
CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CC#N,392,540,148,0.018,,
CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CO,394,551,157,0.016,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCCCCC,401,474,73,0.0176,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,C(Cl)(Cl)(Cl)Cl,406,491,85,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CC1=CC=CC=C1,413,496,83,0.0078,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,C1CCCCC1,411,503,92,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,C1COCCO1,411,508,97,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,C(Cl)(Cl)Cl,414,517,103,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,C(Cl)Cl,415,525,110,0.0048,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CC(=O)C,409,531,122,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CN(C)C=O,419,538,119,0.007,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CC#N,410,535,125,0.0055,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCO,417,531,114,0.0048,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CO,417,539,122,0.0045,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,C(Cl)(Cl)(Cl)Cl,415,499,84,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CC1=CC=CC=C1,419,500,81,0.0088,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,C1CCCCC1,420,504,84,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,C1COCCO1,416,516,100,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,C(Cl)(Cl)Cl,420,526,106,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,C(Cl)Cl,421,533,112,0.0054,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CC(=O)C,419,557,138,,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CN(C)C=O,423,567,144,0.0064,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CC#N,415,562,147,0.0068,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CCO,422,560,138,0.0045,,
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CO,422,573,151,0.0039,,
CN(C)c1ccc(/C=C/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)cc1,C(Cl)Cl,636,,,,,
CN(C)c1ccc(/C=C/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)cc1,O,541,,,,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCOC(=O)C,480,644,164,0.35,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,C(Cl)Cl,503,672,169,0.48,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,C1=CC=NC=C1,507,681,174,0.4,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC(=O)C,493,694,201,0.24,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CN(C)C=O,507,715,208,0.18,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC#N,490,717,227,0.075,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CS(=O)C,512,727,215,0.14,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C1CCCCC1,475,532,57,0.13,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C1CCOC1,479,649,170,0.16,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C1=CC=C(C(=C1)Cl)Cl,488,608,120,0.24,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCOC(=O)C,464,591,127,0.2,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C(Cl)(Cl)Cl,486,623,137,0.27,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C1=CC=NC=C1,488,643,155,0.38,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C(Cl)Cl,484,635,151,0.36,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC(=O)C,474,650,176,0.31,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CN(C)C=O,486,656,170,0.36,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CS(=O)C,496,676,180,0.4,,
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC#N,478,666,188,0.29,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CCCCCC,394,469,75,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,C(Cl)(Cl)(Cl)Cl,407,498,91,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CC1=CC=CC=C1,409,506,97,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,C1CCCCC1,411,514,103,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CCOCC,399,500,101,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CCOC(=O)C,408,559,151,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,C(Cl)(Cl)Cl,404,530,126,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,C1=CC=NC=C1,419,542,123,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,C(Cl)Cl,420,565,145,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CC(=O)C,416,554,138,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CN(C)C=O,408,559,151,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CS(=O)C,416,576,160,,,
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CC#N,409,576,167,,,
CN(C)c1ccc(/C=C/C=N/N=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,C(Cl)(Cl)Cl,433,482,49,0.007,21400,4.3304
CN(C)c1ccc(/C=C/C=N/N=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,C(Cl)Cl,430,478,48,0.008,21200,4.3263
CN(C)c1ccc(/C=C/C=N/N=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,CC#N,426,485,59,0.032,11500,4.0607
CN(C)c1ccc(/C=C/C=N/N=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,CC(=O)C,418,475,57,0.01,20000,4.301
CN(C)c1ccc(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3ccccc3C2(C)C)cc1,C(Cl)(Cl)Cl,557,,,0.73,,
CN(C)c1ccc(/C=C/C2=C/C(=C(\CN)C(=O)O)CC(C)(C)C2)cc1,CC#N,464,661,197,0.64,,
CN(C)c1ccc(/C=C/C2=CC(=C(CN)CN)C3=C(O2)c2ccccc2CC3)cc1,C(Cl)Cl,,,,,36500,4.5623
